Nom,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Raphael Kunz,,,,,,,,4:45.42,,,4:18.53,4:09.80,4:11.51,,4:15.05
Lukas Bachmann,,,,,,,,,,,,,,6:06.46,6:33.98
Sylvain Métrailler,,,,,,,4:46.44,,,,,,,,
Marco Adank,,4:50.62,,4:52.72,,,,,,,,,,,
Lionel Schneider,,,,,,,,,,,,,,4:29.06,
Tim David Grob,4:27.69,,,,,,,,,,,,,,
Yassin Benhamza,,,5:04.12,5:05.75A,,,,,,,,,,,
Joel Wyler,,,,,,,,,,5:11.90,,,,,
Quentin Christe,,,,,4:35.04,,,,,,,,,,
Giona Lazzeri,,,,,,,,,,,,,4:35.72,4:39.13,
Landry Jaquet,,,,4:51.38,5:08.65,,,,,,,,,,
Nicolas Lazaro,,,,,,,,,,,5:33.96,,,,
Lukas Krüdewagen,,,,,,,,4:53.92,,,,,,,
Joy Heinrich,,,,,,4:29.76,,,,,,,,,
Giorgio Renz,5:06.36,,,,,,,,,,,,,,
Andreas Kempf,4:02.56,3:59.39,4:00.68,3:59.51,3:54.18,3:52.20,3:53.23,3:53.06,4:03.37,3:54.76,,,,,
Jan Gava,,,,,,,,5:27.49,,,,,,,
Philippe Nicollier,,,,,4:14.27,4:09.14,4:04.86,4:17.20,,,,,,,
Sebastian Riggenbach,4:14.48,,,,,,,,,,,,,,
Dominik Fischer,,,,4:54.23,,4:30.53,,4:14.58,4:26.07,,,,,,
Peter Bohnenblust,,,,,,,,6:02.20,,,,,,,
Kewin Straub,,,,,,,5:25.00,,,4:48.59,,4:53.40,4:59.70,,
Alexander Rubin,,,4:47.45,,,,,,,,,,,,
Nick Odermatt,,,,,,,,,,5:08.04,5:14.31,,,,
Yannick Künzle,,,,,,,,,,,,4:58.41,5:00.43,,
Michele Lardi,,,,,,,4:28.55,4:20.37,4:17.22,4:10.83,4:13.62,4:11.97,4:11.46,4:19.07,4:16.72
Valentin Wullschleger,4:01.24,,,,,,,,,,,,,,
Maxime Buttet,,,,,,,,,,,,,,6:00.59,
Tobia Pezzati,,,,,,,,4:31.44,,,,,,,
Quentin Savary,,,,5:37.53,,,,,,,,,,,
Jérôme Schaffner,3:56.66,3:46.38,4:05.08,3:53.68,,,,,,,,,,,
Luca Di Tizio,,,,4:55.36,4:59.65,4:43.57,4:31.47,,4:46.86,,,4:37.62,4:49.81,,
Jan Geertsen,,,,,5:07.19,,,,,,5:03.49,,,,
Jan Bruggmann,,,,,,,,,,,4:34.20,4:43.08,,,
Jeremias Rüegg,,,,,,,,,,4:57.39,5:00.41,4:53.65,4:53.80,4:56.53,5:04.88
Abraham Eshak,,,,,4:06.35,,,,3:58.73,4:01.71,,,,,
Shamsullah Erfan,,,,,,,,,,,,,,4:33.80,
Nicolas Spycher,4:38.81,,,,,,,,,,,,,,
Yannick Fischer,,,,,,,,5:38.36,,5:21.63,,,,,
Marc Mathys,,,,4:29.02,,,,,,,,,,,
Maxence Hofer,,,,,,,,,,,,,,,4:21.48
Miguel Luzi,,,,,,,,,,5:29.64,,,,,
Sebastian Helbig,,,,4:53.48,4:37.78,4:31.69,,,,,,,,,
Simon Kaiser,,,,,,4:44.31,,,,,,,,,
Julian Stutz,,4:51.94,,,,,,,,,,,,,
André Luder,,4:15.18,,,,,,,,,,,,,
Antoine Grandjean,,,,,,,,4:13.37,4:07.12,,,,,,
Joel Graber,,,,,,,,,,4:31.80,4:10.74,,,4:06.19,4:09.63
Laurent Rapillard,,4:21.00,,,4:23.32,,,,,,,,,,
Pablo Wey,,,,,,,,,4:26.80,4:16.82,4:12.10,,,,
Thomas Koster,4:41.80,4:49.04,,5:06.28,4:56.80,4:49.90,4:46.48,4:40.70,4:43.83,4:59.26,4:45.56,5:12.38,,5:02.58,
Andreas Truttmann,,5:16.59,5:06.29,,,,,,,,,,,,
Roger Schlumpf,,,5:09.70,,,,,,,,,,,,
Maxim Wyss,,,,,,,,,,,,,4:05.29,4:00.26,3:56.18
Quirin Darms,,,,,,,,,,,,,5:01.00,,
Flavio Gerber,,,,,,,,,,,,,,5:26.42,
Marvin Kuhn,,,,,,,,,,,,5:56.59,,,
Felix Eichenberger,,,,,,,,,,,,5:05.71,5:05.05,4:58.36,
Tobias Nussbaum,,,4:33.01,4:33.31,,,,,,,,,,,
Charlie Blank,,,,,,4:46.88,,4:53.54,,,,,,,
Philipp Kalberer,,,5:04.66,4:42.99,4:46.07,,,,,,,,,,
Cyrill Fricker,,,,,,,,,,,4:44.39,4:27.68,4:17.66,,
Jonas Schweiger,,,,,,,,,,,,,4:55.82,,
Gaspar Martinez-Aldama,,,,,,,,,,,,,,4:48.38,
Dominique Stark,,,,,,4:55.11,4:46.06,4:43.30,,,,,,,
Sven Keusch,,,,,,,,,,,,,4:16.09,4:10.11,
Martin Preisig,,,,,,5:41.47,5:33.56,5:06.86,5:02.73,,,,,,
Kidane Tewelde Kiflezghi,,,,,,,,,,,4:12.45,,4:08.07,,
Luca Zollinger,,,,,5:16.78,,,,,,,,,,
Janis Thommen,,,,,,,,,,,4:31.36,,,,
Daniel Oppliger,,,,5:20.12,,,,,,,,,,,
Pascal Ungersböck,,,,,4:16.28,4:04.20,3:58.47,3:58.32,,,,,,,
Flint Craig,,,,,,,,,,,,4:29.81,4:25.55,,
Jonas Kuratli,,,4:15.79,4:10.15,4:06.15,3:58.13,4:02.71,4:00.74,,,,,,,
Alexander Ham,,,,,,5:05.15,,,,,,,,,
Gaëtan Bruyant,,,,,,,,,,,,4:25.24,4:17.28,,
Lars Mäsing,,,,,,,,,,,,,,4:52.42,4:49.51
Samuel Epars,,,,,,,5:24.94,5:10.60,,,,,,,
Joaquim Jaeger,,,,,,,4:05.32,4:00.73,4:02.66,,3:54.51,,3:51.09,3:51.19,3:46.40
Rico Balmer,,,,,,,,,,,4:59.47,,,,
Michael Vogel,4:33.68,,4:29.49,,,,,,,,,,,,
Louis Miller,,,,,,,,,,,,,,,4:45.26
Luis Hasler,,,,,,,,,,5:42.27,5:23.52,5:12.77,,,
Jim Meier,,6:12.38,5:12.28,5:20.94,,,,,,,,,,,
Mathias Patuzzi,,,,,,,,,,,,5:26.55,,,
Michael Hebeisen,4:22.99,,,,,,,,,,,,,,
Jean-Robert Rémy,,,,,,,,,,,,,,7:03.05,6:33.67
Raphaël Ladimi,,,,,,4:35.64,,,,,,,,,
Maurice Christen,,,,,,,,,,,4:16.86,4:10.19,,3:59.99,
Emeric Jans,,,,,,,,,,,,,,5:06.19,
Albert Meier,,,,,,,5:56.55,,,,,,,,
Michael Page,4:52.00,4:43.44,,,,,,,,,,,,,
Cyril Günter,,,,,,,,,,,,,4:18.74,4:13.92,
Fabian Rothenfluh,5:30.74,5:24.44,,,,,,,,,,,,,
Florian Suter,,,,,,,,4:04.84,4:01.68,,,4:04.27,,,
Jakob Mayer,,4:14.90,,,,,,,,,,,,,
Thomas Trabelsi,,,,,4:26.04,4:24.84,,,,,,,,,
Marco Meeuwse,,,,,,,,,,,4:22.65,,,,
Moussab Ibrahim,,,,,,,,,,,,,,,4:47.40
Kilian Heller,,4:39.87,,,,,,,,,,,,,
Nils Oberli,,,,,,,,,,,,5:33.68,,,
Enea Engelhardt,,,,,5:08.05,,,,,,,,,,
Jonas Jörns,,,,,,,,,,,,,4:47.95,4:44.98,4:53.04
Mathias Gasser,4:15.57,4:10.95,,,,,,,,,,,,,
Anthony Amici,,,,,,,5:14.71,,,,,,,,
Noah Torrent,,,,,,,,,,,,4:46.39,4:36.34,4:26.95,
Raphael Clemencio,,,,,,,,,,,,,4:37.38,,
Nicolas Pracht,,,,,,,,,,,4:14.27,4:05.70,,,
Marcel Rauber,4:18.08,,,,,,,,,,,,,,
Florian Hilti,3:58.22,3:56.64,3:57.95,,,,,,,,,,,,
David Jordan,,,,,,,,,5:06.16,,,,,,
Luzius Bochsler,4:00.70,,,,,,,,,,,,,,
Sullivan Brunet,4:05.26,4:01.04,3:58.01,4:03.80,4:00.58,3:55.59,3:55.81,,,,,3:57.01,,,
Tim Meichtry,,,,,,,4:40.06,,4:08.38,4:01.83,3:59.57,,,,
Reto Schneider,,,4:47.30,,,,,,,,,,,,
Daniel Gregory,,,,,,,,,,5:14.40,,,,,
Pierre Perruchoud,,,,,,,,,,,,4:21.27,4:13.41,4:00.60,3:55.58
Noé Mingot,,,,,,,,,,,,,,6:06.58A,5:18.97
Ruedi Meyer,4:18.82,,,,,,,,,,,,,,
Laurent D'Andrès,,4:22.18,,,,,,,,,,,,,
Adrian Stucki,4:10.41,,,,,,,,,,,,,,
Dimitri Giani,4:47.71,,,,,,,,,,,,,,
Fabio Stübi,,,,,,,,,,,4:27.01,4:20.84,4:14.69,4:12.66,
Fabrice Honegger,4:33.63,4:28.16,,,,,,,,,,,,,
Paul Waroquier,,,,,,,,3:59.52,,,,,,,
Mathias Moghini,4:11.14,4:08.60,4:07.93,4:07.30,,,,,,,,,,,
Amir Limacher,5:02.92,4:51.01,5:01.82,,,,,,,,,,,,
Paolo Baumberger,,,,,,,,,,4:38.37,4:35.64,,,,
Dominik Röösli,,,4:27.83,,,,,,,,,,,,
Patrick Rohr,,,4:43.19,4:20.24,,3:57.20,3:59.33,3:52.05,3:52.04,,3:46.65,3:43.88,3:47.18,,
Jérémie Pasche,,,,4:46.10,,,,,,,,,,,
Johannes Morgenthaler,4:00.64,3:52.10,3:53.74,3:53.02,3:57.56,3:59.76,,,,,,,,,
Florian Schweer,4:26.73,,4:33.11,,,,,,,4:37.81,,,5:01.03,,
Yves Franchetti,4:40.94,4:43.00,,,,,,,,,,,,,
Christian Stamm,,,5:00.97,4:39.26,4:38.72,4:37.52,4:38.56,4:42.30,,,,,,,
Dario Spielmann,,,,,,,,,,,4:47.17,,4:23.32,,
Joel Temeng,,,,,,,,,,,,,,,5:03.24
Cédric Dieterle,,,,,,,,,,,5:21.58,,,,
Marco Bollmann,6:24.26,,,,,,,,,,,,,,
Dominik Waser,,,,,,,,,,4:57.06,4:40.08,,,,
Yanick Moser,,,4:35.17,,,,,,,,,,,,
Marc Bill,,,,,,,,4:03.91,3:56.95,3:51.70,3:48.72,3:47.96,3:46.64,3:55.35,3:47.01
Rodolphe Normand,,,,5:19.64,,5:14.10,5:15.40,5:17.37,4:55.40,4:53.59,4:57.28,5:03.98,5:00.80,,
Martin Murer,4:20.23,,,,,,,,,,,,,,
Giulian Guidon,,,,,,,,,,,,,4:53.45,4:40.62,4:18.90
Lou Schneider,,,,,,,,,,,,,,4:45.23,
Julio Pereira,,,,,,,,,,,4:46.17,,,,
Steve Meystre,,,,,,,,,5:37.78,5:23.60,5:20.18,5:11.89,,5:34.07,
Simon Schmid,4:27.04,,,,,,,,,,,,,,
Samuel Gammenthaler,,4:27.10,4:17.85,,4:07.17,4:04.81,,,,,,,,,
Tommaso Introzzi,,,,,,,,,,,,,,4:55.09,4:49.97
Sämi Duss,,,,,,,,,,,4:33.56,4:18.92,4:14.76,4:03.92,4:23.76
Robin Wütschert,,,,,,,5:10.19,4:45.63,4:37.95,,4:30.61,,4:29.86,,
Joël Andenmatten,,,,,,,,,,,,,,4:20.85,
Nathan Papilloud,,,,,,,,,,5:32.12,,5:10.02,5:07.34,,
Mathias Schmutz,,,,,,,,,,,,,,6:16.96,
Roman Renner,,,,,,,,,,,,4:24.47,4:12.76,,3:56.29
Jonas Hüllstrung,,,,5:05.24,4:54.45,4:55.27,,,,,,,,,
Pascal Bussien,,,,,,,,,,,,,5:11.53,5:12.98,
Cyrill Tanner,,,,,,,,,4:52.66,4:40.35,4:50.10,4:52.71,4:40.86,,4:59.20
Quentin Juillard,,,,,,,,,,5:17.51,,,,,
Markus Beeli,,,,,,,,,,,6:38.75,,,,
Bradley Vionnet,,,,,,,,,,,,,,5:17.97,
Philipp Bislin,,,,4:25.15,4:32.82,,,,,,,,,,
Jan Brand,,,,,,,,5:30.81,,,,,,,
Michael Schraner,,5:32.20,,,,,,,,,,,,,
Andrin Stucki,,,,,5:30.75,5:24.74,,5:33.72,5:32.92,5:27.04,,,,,
Lars Veugelers,,,,,,,,,,,,,,4:53.85,4:32.97
Marcel Weber,,,4:23.31,,,,,,,,,,,,
Fabio Vielmi,,,,4:44.22,,,,,,,,,,,
Nicolò Brivio,,,,,4:32.40,4:14.14,,,,,,,,,
Amedeo Caflisch,,,,,,,,,,5:02.82,,,,,
Florian Kleger,,,5:12.68,,5:11.03,,,,,,,,,,
Roger Ehrler,5:11.84,,,,,,,,,,,,,,
Denis Sorie,,,,,,,,,,4:41.78,,4:37.45,,,
Daniel Brunner,5:26.76,5:10.22,5:03.54,4:58.74,5:02.68,4:42.43,,,,,,,,,
Leandro Gimmi,,,,,,,,,,5:00.82,4:58.78,4:48.29,,,
Kevin Breitenberger,4:16.05,4:11.76,4:17.23,4:11.61,4:05.39,4:07.77,,,,,,,,,
Florian Sturny,,,4:11.86,,,,,,,,,,,,
Fabian Benkler,,,,,,5:13.04,,,5:05.95,,,,,,
Tim Häfliger,,,,,,,,5:14.00,4:53.38,4:59.36,,,,,
Roberto Bolgé,,6:02.31,,,,,,,,,,,,,
Florian Krempke,,,,,,,4:53.86,,,,,4:26.21,,4:04.16,
Marco Maffongelli,4:10.03,4:11.22,4:14.06,4:00.99,4:04.34,3:57.88,4:00.03,3:56.73,3:59.52,3:57.44,3:59.26,3:59.97,3:57.95,3:57.13,
Nikola Lesaj,,5:29.04,5:56.45,5:33.81,,,,,,,,,,,
Friedrich Thöny,,,,4:41.50,4:51.93,4:44.21,,,,,,,,,
Patrick Papadia,,,,,5:09.21,,,,,,,,,,
Daniel Hutter,,,,,,,,,,,,,5:06.68,,
Philipp Fässler,4:21.01,4:17.88,,,,,,,,,,,,,
Nicolas Neuner-Jehle,,,,,,,,,,,,,,5:20.72,
Marcel Müller,,,,4:28.60,,,,,,,,,,,
Florian Ulmann,4:12.88,4:23.61,,,,,,,,,,,,,
Manuel Beeler,4:41.81,,4:27.24,4:18.33,4:32.00m,,4:33.50,,,,,,,,
Fabian Bloch,,,,,,,,,,,,,5:14.42,,
Jean-Claude Kottelat,,,,5:40.60,,,,,,,,,,,
Giuseppe Gioia,,,,,,,,,,4:17.15,4:27.92,4:21.96,4:23.12,4:20.75,4:22.72
Livio Summermatter,,,,,,,,,,,,,5:00.68,4:55.98,4:53.34
Matthias Christen,4:43.10,,,,,,,,,,,,,,
Raphael Sutter,,5:01.37,,,,,,,,,,,,,
Mario Widmer,,,,,4:41.30,4:29.75,,,4:39.91,,,,,,
David Zumbach,,,,4:41.12,,,,,,,,,,,
Linus Spitz,,,,,,,5:03.78,4:59.86,,5:06.45,,,,,
Julian Allemann,,,,,,,,,5:57.36,,,,,,
Erich Bellmont,4:56.32,,,,,,,,,,,,,,
Reto Invernizzi,,,,5:20.83,,,,,,,,,,,
Ramon Schweizer,,,,,,,,,,4:22.64,4:17.00,,4:17.11,,4:18.78
Marc Jakob,,,,,,,,,,,,4:53.07,,,
Walter Bodmer,4:58.22,5:04.59,4:57.78,4:59.09,5:03.14,,,,,,,,,,
Jonas Leuenberger,,,,,,,4:14.91,4:08.82,4:06.30,4:01.18,4:03.02,4:06.96,4:12.25,,
Harry Huber,,,,,,,4:55.44,4:51.71,,,5:09.73,5:26.19,,,
Leon Berthold,,,,,,,,,,,5:04.27,4:31.68,,,3:59.98
Thomas Brügger,4:20.40,4:22.83,,,,,,,,,,,,,
Adriano Rosamilia,,,,,,,,,,,,,,,4:30.68
Samuel Küng,,,,,,,,,,4:21.05,,,,,
Alex Schnüriger,5:17.50,,,,,,,,,,,,,,
Adrien Aymon,,,4:57.92,4:31.24,,,,,,,,,,,
Samuel Kolb,,,,,,,,4:25.05,,4:13.34,,4:16.02,4:10.07,,4:13.47
Patrick Chaubert,,,,,,,,5:40.50,,,,,,,
Alexandre Roch,3:54.28,3:49.30,3:51.61,3:53.00,3:58.11,4:02.66,,,,,,,,,
Melkias Afeworki,,,,,,,,,,,,,4:24.07,4:17.95,4:07.33
Mohammed Boulama,,,,,,,,,,,4:11.30,,,,
Patric Guilbert,4:41.58,4:51.80,4:54.16,4:51.26,,,,,5:50.82,,,,,,
Dominik Wellauer,5:39.28,5:37.45,5:18.87,,5:07.78,4:57.20,5:28.77,,,,,,,,
Tim Nielen,,,,,4:22.36,,,,,,,,,,
Jonas Dardel,,,,,,,,,,,,,,,4:05.69
Murray William Scown,,,4:40.59,,,,,,,,,,,,
Michal Bruhin,,,,5:57.74,,,,,,,,,,,
Michele Frezza,,,,,,,,,,,,4:47.94,,,
Gzim Imeri,,,,,4:33.68,,,,,4:05.06,,,,,
Filippo Ammirati,,,,,,,,,,4:40.61,,,,,
Patric Piredda,,,,5:00.90,,,,,,,,,,,
Cedric Wicki,,,,,,,,,,,,,5:06.83,,
Grégory Wyss,4:04.84,4:03.80,4:12.90,,,,,,,,,,,,
Damian Köpfli,,,5:03.83,,,,,,,,,,,,
Jonas Schaub,,,,,,,,,,,,,,,4:31.35
Léo Stahl,,,,,,,,,,,,,,5:20.18,
Samuel Morf,,3:56.85,4:02.88,,,4:08.76,,,,,,,,,
Emanuel Robles,,,,,,,,5:02.35,,,,,,,
Christian Uebersax,,,,,,4:35.20,4:35.11,4:35.67,,,,4:58.11,,,
Fabian Jobin,,4:44.62,,,,,,,,,,,,,
Piero Lorenzini,,,,,,5:01.77,,4:17.58,4:09.81,4:11.79,4:07.53,4:04.31,,,
Christoph Küng,,5:25.20,,,,,,,,,,,,,
Lukas Dietrich,,,,,,4:56.94,,,,,,,,,
Stefan Marti,,,,,4:14.34,4:15.26,4:16.31,4:18.96,4:21.35,,,,,,
Patrick Pauchard,4:30.39,4:32.74,4:33.14,4:33.55,,4:36.45,4:46.27,,,,,5:10.88,,,
Gael Vetterli,,,,6:46.31,,,,,,,,,,,
Josief Michiel,,,,,,,,,,,,,,4:37.76,
Aurelien Tamone,,,,,,,,,,4:56.19,,,,,
Gioele De Marco,,,,,,,,,,,,,,,4:34.03
Max Peyer,,,,7:52.03,,7:46.04,,,,,,,,,
Lucca Blum,,,,,,,4:51.92,4:33.49,4:21.51,4:19.24,4:13.72,4:11.22,4:12.65,4:03.96,4:02.63
Marius Hasler,,,4:38.01,,,,,,,,,,,,
Mario Tschuor,5:10.26,,5:15.26,4:50.86,,,4:58.12,5:16.22,,,,,,,
Lorenzo Lafranchi,4:33.43,,,,,,,,,,,,,,
Léon Dietrich,,,,,,,,,,,,4:13.87,4:08.26,4:00.38,
Sebastian Barth,,,,4:56.72,5:14.99,,,,,,,,,,
Matteo Dozio,,,,,,,,,,,5:29.30,5:14.62,,,
Julien Roh,,,,,4:48.34,,4:58.47,,,,,,,,
Günther Weidlinger,3:47.56,,,,,,,,,,,,,,
Pascal Bucher,4:12.56,4:06.54,4:12.88,4:02.80,,,,,,,,,,,
Kolja Schön,,,,,,,,,,,4:41.27,4:25.25,4:24.41,4:22.81,
Roman Feusi,,,,6:07.42,6:18.56,,,,,,,,,,
Sébastien Ristori,,,,,,,,,,,,,4:59.61,4:44.72,
Jacques Louw,,,,,,,4:34.36,,,,,,,,
Anton Kälin,,,,5:13.95,5:29.49,,,,,,,,,,
Roman Hüsler,,,,,,,4:13.76,4:06.77,4:02.01,4:01.00,,,,,
Lorenzo Dalessi,,,,,5:00.29,4:42.93,4:40.61,,,,,,,,
Arnaud De Boni,,,,,,,,,,4:57.39,4:53.95,,,,
Nicola Gilg,,,,,,,,,,,,,,4:07.29,4:03.99
Julien Wanders,,,,,,,4:01.85,3:55.76,3:52.73,3:50.35,3:46.38,3:44.74,3:43.39,3:39.30,3:43.39
Urs Hans,,,,4:56.48,,,,,,,,,,,
Tesfamariam Solomon,,,3:58.58,3:53.88,,,,,,,,,,,
Daniel Beck,,,,,,,,,,,,5:12.43,,,
Stiward Peña,,,,,,,,,5:12.56,4:52.75,,5:26.05,,,
Ueli Küttel,4:11.94,4:10.44,4:48.21,4:25.01,4:28.95,,4:22.05,4:24.69,4:25.63,4:38.55,4:40.46,4:35.80,4:58.66,,
Georg Schellenberg,,,5:53.79,,,5:25.92,5:56.06,5:45.83,,,6:43.22,6:25.68,,,
Elpidio Iannello,,6:57.56,6:45.66,,,,,,,,,,,,
Jonas Rufener,,,,,,,,,,,4:47.26,,4:41.94,,
Micha Luternauer,,,,,,,,,,,5:15.92,,5:19.25,5:15.64,
Elia Baumann,,,,,,,,,,,,,4:05.07,4:05.26,4:23.47
Christian Glaus,5:26.46,,,,,,,,,,5:37.13,,,,
Sandro Renggli,,,,6:02.98,5:22.18,,,,,,,,,,
Sven Kocherhans,,,5:21.33,,,,,,,,,,,,
Nico Lenggenhager,,4:38.63,4:36.40,,,,,,,,,,,,
Niklaus Meier,,,,,,,,4:27.08,,,,,,,
Lukas Hügli,,,,,,,,,,,,,4:41.75,4:40.51,4:40.71
Sven Gerber,,,,,,,,,,,,,,4:57.31,
Billy Moullet,4:57.60,,,,,,,,,,,,,,
Timon Fellmann,,,,,,,,,,,5:31.77,4:56.21,,,
Robert Morhard,,,,,,,,4:15.88,,,,,,,
Brian Meyer,,,,,,5:24.95,,,,,,,,,
Antoine Roy,,5:13.74,,,,,,,,,,,,,
Jann Hayenga,,,,,,,,,4:45.17,,,4:20.72,,,
Matteo D'Anna,,,,,,5:03.26,,4:44.67,,4:25.80,,,,,
Mathias Kunz,3:59.99,4:04.82,4:05.36,4:13.74,4:25.98,,,,,,,,,,
Armin Stucki,4:34.94,,,4:21.12,,,,,,,,,,,
Daniel Gehring,4:58.98,,,,,,,,,,,,,,
Joel Drittenbass,,4:23.19,4:09.78,4:11.39,4:17.61,4:09.60,,4:12.58,,,,,,,
Adrien Bosson,,,,,6:15.66,,,,,,,,,,
Adrian Wüest,3:55.69,,3:54.20,,,,,,,,,,,,
Michael Kurth,,,4:50.45,,,,,,,,,,,,
Robin Oberholzer,,,,,,,,,,,,,4:22.66,4:21.72,4:11.43
Roman Beer,,,,,,,4:56.19,5:04.24,4:55.62,,,,,,
Roman Häfliger,,,4:38.79,4:30.84,4:28.92,4:33.48,4:34.02,4:33.10,4:32.89,4:50.92,,,,,
Fabio Balassi,,,5:26.11,,4:55.70,,,,,,,,,,
Timothy Nwogor,,,,,,,,,,,,,,4:43.02,4:42.86
Abel Mulugeta,,,,,,,,4:24.44,4:15.73,4:00.65,,,,,
Diego Klopfenstein,,,,,,,,4:35.78,,,4:17.80,,4:05.97,4:13.68,3:57.36
Reto Ramseier,,,,4:15.79,,4:03.05,4:12.62,,3:57.76,,,3:54.45,3:50.99,3:50.28,3:55.07
Matthias Barth,,,,,4:17.27,,4:24.58,,,,,,,,
Jay Slowik,,,,,,,4:13.58,,,,,,,,
Luca Diethelm,,,,,,,,,,,,,4:48.59,,
Raphael Zeller,,,,,,,4:53.65,4:49.68,,4:51.44,,,,,
Marcel Vogt,5:11.00,,,,,,,,,,,,,,
David Anderegg,,,,,,,,,,,,,,4:59.40,4:47.80
Andrea Fontanelli,,,,,,,,,,,,,4:32.42,,
Sascha Graf,,,,,,,,,,,,,5:13.63,,
Jan Köstinger,4:47.26,4:43.71,,,,,,,,,,,,,
Daniel Spathelf,,,,,,,5:35.37,5:23.48,,,,,,,
Andreas Schläppi,5:09.45,,,,,,,,,,,,,,
Nick Stalder,,,,,,,,,,4:42.43,,,,,
Marc Rotzetter,,,,,,,,,,,4:35.44,4:26.34,,,
Silas Schmid,,,,,,,,4:18.53,,,,,,,
Stefan Ramp,4:55.04,,5:11.98,,,,,,,,,,,,
Michael Eichenberger,,4:20.55,4:32.26,,4:29.19,,,,,,,,,,
Maxime Rumo,,5:29.97,5:10.94,5:15.32,,,,,,,,,,,
Aritz Lizoain,,,,,,,,,,,,,,4:07.47,
Cédric Bosshard,,,4:43.60,4:54.42,4:56.63,,4:45.61,,4:46.48,4:58.58,,,,,
Stig Segat,,,5:37.81,,,,,,,,,,,,
Hamid Hoxha,,,,,,5:09.55,,5:34.19,,,,,,,
Roger Rüegg,4:26.00,4:42.60,4:31.86,,4:42.23,4:43.87,4:35.53,4:42.62,4:52.54,4:44.15,4:43.21,4:49.47,,,
Manuel Zweifel,,,,5:05.61,,,,,,,,,,,
Markus Glaus,5:14.60,5:09.85,5:11.92,5:18.55,,,5:23.93,5:19.21,5:17.83,5:10.83,,,,,
Daniel Uttenweiler,,,,,5:44.92,,,,,,,,,,
Marco Jenni,,,,5:43.05,,,,,,,,4:40.63,,,
Simon Döbeli,,,,,,,,,,,,4:42.00,4:39.43,4:43.65,4:53.13
Ilias Hatzikiriakos,,,,,,,,,,,,,,4:41.66,
Josua Richard Sommer,,,,,,,,4:35.83,,,,,,,
David Hodel,,,,,,,,,4:33.12,4:27.77,,,,,
Stefan Mortier,,,,,,,4:30.01,4:18.44,4:27.52,,4:24.50,4:27.92,4:27.33,,4:32.68
Giona Erdmann,,,,,,,,,,,,,,5:32.75,
John Truninger,,,,,,,,,,,4:55.95,,,,
Adrian Reber,4:06.14,,4:24.44,,,,,,,,,,,,
Daniele Angelella,,,,4:37.78,,,,,,,,,,,
Tobias Abfalter,,,,,,4:18.10,4:11.64,,,,,,,,
Lukas Sieber,,,,5:04.34,4:52.02,4:52.85,,,,,,,,5:05.01,
Patrick Meyer,5:12.73,5:01.69,,,,,,,,,,,,,
Patrick Scheuchzer,,4:13.40,4:10.56,4:17.91,4:05.82,4:03.01,,,,,,,,,
Alexis Giraudineau,,,,,,,,,,,,,,,4:07.98
Michael Buri,,,,4:50.33,,,,,,,,,,,
Olivier Widmer,,,,,,4:09.15,,,4:18.28,4:17.19,,,,,
Alex Lunghi,,,,4:32.25,4:37.71,,,,,,,,,,
Tom Elmer,,,,,,,,4:04.67,3:58.27,4:08.80,3:48.70,3:49.66,3:48.59,3:41.42,3:37.84
Lukas Blass,,,,,,,6:15.33,,,6:05.38,,5:58.38,,,
Florian Tschudin,,,,,,,,6:30.07,7:33.57,,,,,,
Tesfay Misgun,,,,,,,,,,,,4:14.56,4:13.80,4:25.97,
Samuel Castella,,,,6:13.03,6:18.66,,,,,,,,,,
Jason Gantenbein,,,,,6:48.74,,,,,,,,,,
Marcel Diethelm,5:02.60,,5:05.34,,,,,,,,,,,,
Urban Spiess,,,5:28.29,4:57.86,,,5:58.72,,,,,,,,
Roman Buri,,,,4:31.79,,,,,,,,,,,
Nicolas Auer,,,,,6:32.15,,5:26.45,5:21.90,5:47.84,,,,,,
Antoine Métrailler,,,,,,,,,4:30.32,4:26.63,,,,,
Mattia Verzaroli,,,,,,,,,,,4:39.07,4:20.41,4:11.71,4:15.84,4:09.29
Stefan Althaus,4:48.37,4:19.18,4:26.87,,,,,,,,,,,,
Moritz Hoeft,,,3:56.46,,,,,,,,,,,,
Nicolas Pfrommer,,,,,,,,,,,,,,,5:20.87
Keanu Simasotchi,,,,,,,,,,,,,,,4:12.31
Dominique Crevoiserat,4:37.87,,,,,,,,,,,,,,
Miguel Allueva,,,,,,,,,3:51.88,,3:55.07,,,,
Quentin Pirlet,,,5:04.14,4:53.55,,,,,,,,,,,
Andrea Brenzikofer,,,,,,,,,,,,4:28.75,4:19.96,4:19.25,4:18.75
Julien Matthys,,,,,,,5:07.98,,,,,,,,
Michael Schnell,,,,,,,4:40.72,,,,,,,,
Matteo Romano,,,,,,,,,,,,,4:31.63,,
Samuel Caillet-Bois,,,,,,,,4:43.23,4:22.42,,,,,,
Julien Berset,,,,,,,,,,,,,,4:52.12,
Manuel Schiltknecht,4:56.72,4:57.76,4:53.14,4:56.30,,,,,,,,,,,
Tommaso Cometta,,,4:51.86,,,,,,,,,,,,
Severin Keller,,,,,4:50.41,4:41.98,4:35.52,4:37.63,,,,,,,
Olivier Lichtenthaler,,4:48.28,,,,,,,,,,,,,
