Nom,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Sylvana Hacksteiner,,,,2:55.41,2:44.30,,,,,,,,,,
Livia Tonazzi,,,,,,,,,,,,,2:50.81,,2:35.81
Sabrina Svete,,,,,,,,2:33.78,2:36.30,,,,,,
Kira Klein,,,,,,2:39.13,2:36.43,,,,,,,,
Kim Bayer,,,,,,,,,,,2:46.87,,2:44.47,,
Giorgia Merlani,,,,,,,,,,,,2:35.13,2:31.23,2:25.40,
Karine Guilbert,2:40.81,2:40.16,,,,,,,,,,,,,
Arlena Koller,,,,2:33.71,2:33.15,,,,,,,,,,
Beate Mühlecker,,,,,,,,,,,,2:43.36,,,2:32.70
Tamara Lemmenmeier,,2:21.82,,2:21.44,,,,,,,,,,,
Géraldine Bach,,,,,2:36.99,,,,,,,,,,
Ysabelle Knill,,2:37.08,,,,,,,,,,,,,
Kira Bättig,,,,,,,,,,,2:49.64,,,,
Sara Pierroz,,,,,,,,,,,,,,3:10.85,
Ilaria Pedraita,,,3:20.75,,,,,,,,,,,,
Livia Ramsauer,,,,,2:41.65,,,,,,,,,,
Emilie Burkhalter,,,,,,,,,,,,,2:37.05,,2:50.76
Dinah Mettler,,,,,,,,,,,,,2:49.20,,
Sari Weber,,,,,3:33.94,3:46.32,3:40.11,3:17.59,,,3:07.64,,,,
Golda Sailer,2:46.87,,,,,,,,,,,,,,
Aglaia Emmenegger,,,,,,,,2:31.92,,,,,,,
Miliadelle Murray,,,,,,,,,,,,,,2:37.74,
Cecilia De Abreu Guilheiros,,,,,,,,,3:12.84,,,,,,
Amandine Stettler,,,,,,,,,,,,,,2:24.23,2:24.25
Silja Mühlebach,,,,2:33.01,,,,,,,,,,,
Anja Ming,,,,,,,,,,,,,,,2:43.13
Alessia Crivelli,3:01.72,,,,,,,,,,,,,,
Flavia Pirotta,,,,,,,,,,,,,2:54.47,2:53.24,2:41.82
Julia Kündig,,,,,3:33.95,,,,,,,,,,
Hannah Schiffer,,,,,,,,,,,2:22.48,,2:30.71,,
Océane Pfister,,,,,,,,,,,,,,,2:38.01
Mirjam Schüpbach,,,,2:40.38,2:35.60,,,,,,,,,,
Luzia Weber-Häberli,2:23.75,,,,,,,,,,,,,,
Sabrina Niederhauser,2:50.24,,,,2:50.89,,,,,,,,,,
Mariuca Beney,,,,,,,,,,2:56.60,,,,,
Jana Theiler,,,,,,,,,,,,,2:58.86,,
Romina Schönenberger,,,2:30.47,2:38.92,,,,,,,,,,,
Isabelle Habegger,2:43.39,2:54.57,2:33.70,,,,,,,,,,,,
Sarah von Euw,,,,,,,,,,,2:42.84,,,,
Patrizia Baumann,,,,,,,,,,,2:51.63,,2:49.17,,
Lisa Cordey,,,,,,,,,,,,,,,3:01.75
Neina Büchel,,,,,,,,2:39.69,2:45.72,,,,,,
Aude Bertoli,,2:48.58,,,,,,,,,,,,,
Nadine Lieberherr,,,,,,,,,,2:46.16,2:40.45,,,,
Andrea Raaflaub,,2:42.02,,,,,,,,,,,,,
Sabine Scheidegger,2:46.78,,,,,,,,,,,,,,
Katja Frehner,,,,2:43.19,,2:35.95,,,,,,,,,
Ines Dettwiler,,2:43.37,2:42.78,,,,,,,,,,,,
Emma Schaertlin Coffey,,,,,,,,,,,,,,,2:34.57
Daniela Pfister,,,,,,,2:45.40,,,,,,,,
Odile Giger,,,,,,2:26.33,2:20.11,2:17.34,2:20.92,,,,,,
Seline Stadelmann,,,,,2:27.21,,,,,,,,,,
Regina Sonderegger,,2:13.91,2:17.68,,2:17.52,,,,,,,,,,
Félicia Fasel,,,,,,,,,,2:45.04,2:37.93,2:48.04,,,
Kaja Ziltener,,,,,,2:48.57,2:45.84,2:58.01,2:42.99,,2:51.08,2:53.10,2:48.79,3:00.64,
Tanja Mayer,,,,2:31.52,2:33.79,2:23.70,2:26.73,2:23.42,,,,,,,
Laurence Olivier,,,,,,,,,2:47.30,,,,,,
Virginie Danalet,,,,2:37.60,,,,,,,,,,,
Elodie Menétrey,,,,,,,,,,,,,2:41.16,2:48.20,
Selin Schneider,,,3:00.11,,,,,,,,,,,,
Simone Werner,,2:35.36,2:25.49,2:23.77,,,,,,,,,,,
Vivienne Marti,,,2:33.68,2:30.17,,,,,,,,,,,
Nela Franzi,,,,,,,,,,,,,,,2:42.06
Amy Leibundgut,,,,,,,,,,,2:29.29,2:28.08,,2:27.39,2:28.58
Daniela Frischknecht,,,,,2:47.63,,,,,,,,,,
Stefanie Gut,,3:01.66,2:59.11,,,,,,,,,,,,
Myriam Keiser,,,,,,,,,,2:35.18,2:30.71,2:26.75,2:27.26,,
Eugenie Horisberger,,,,,,,,,,,,,,,2:28.96
Eliane Murer,,2:12.45,,,,,,,,,,,,,
Hanna Liersch,,,,,,,,,,3:19.80,,,,,
Aisha Lämmler,,,,,,,,2:47.58,,,,,,,
Sol Kisslig,,,,,,,,,,2:25.52,2:27.23,,,,
Sandra Hilfiker,,,,3:10.17,,,,,,,,,,,
Sibylle Neumaier,,2:19.45,2:20.26,,,,,,,,,,,,
Lucile Macheret,,,3:23.99,3:21.45,,,,,,,,,,,
Delia Suter,,,,,,,,,,,,,3:34.83,,
Svea Bähre,,,,,,,2:46.75,,,,,,,,
Pia Hurter,2:51.67,,,,,,,,,,,,,,
Michela Candiani,,2:26.19,2:34.60,2:32.40,,,,,,,,,,,
Annabell Büeler,,,,,,,,2:53.53,2:53.13,3:08.04,,,,,
Stefanie Germann,2:32.63,,,,,,,,,,,,,,
Judith Erni,,,,,,,,,,,,2:24.32,2:19.55,2:19.61,2:34.15
Corina Küttel,,,,,,,,,,,2:47.11,,,2:55.06,
Katjana Schriber,,,,,,,2:36.68,,,,,,,,
Martina Tresch,2:26.14,2:21.44,2:24.23,,,,,2:16.88,,,,,,,
Linda Maurhofer,,,,,,,,,,,,,,,2:42.54
Maëlle Böhlen,,,,,,,2:39.76,2:38.34,2:31.47,2:31.98,2:29.03,2:26.94,2:23.66,2:24.58,2:21.01
Lara Sgier,,,,,,,,,,,,,2:51.10,,
Arina Vollenweider,,,2:57.66,,,,,,,,,,,,
Céline Sunier,,,,,2:44.70m,2:41.30,,,,,,,,,
Julia Argilli,,,,,2:44.34,,,,,,,,,,
Ana Gasser,,,,,,,,,2:44.45,,,,,,
Federica Baldi,,,,,,,,,,,,,,,2:34.69
Anna Sager,,,,,,,,,,,,2:39.50,,,
Lena Bussmann,,,,,,,,,,,,,2:58.25,,
Andrea Müller,2:39.67,,,,,,,,,2:30.59,2:33.51,2:29.82,2:34.46,2:31.44,
Tanja Christen,,,,,,3:05.91,,,,,,,,,
Ditaji Kambundji,,,,,,,,,,,,2:38.64,2:30.24,2:25.61,
Samira De Bortoli,,,2:57.83,,,,,,,,,,,,
Sabrina Mächler,2:22.83,,,,,,,,,,,,,,
Nadine Stüber,,,,,,,,,,,,,,,2:30.46
Elisa Renzi,,,,,,,2:57.99,2:49.36,,,,,,,
Cléa Formaz,2:48.46,2:25.38,,2:26.37,,,,,,2:24.13,,,,,
Alessandra Visentini,2:49.05,,,,,,,,,,,,,,
Rahela Brunner,,,2:28.48,2:22.94,,2:24.13,,,,,,,,,
Raja Aellig-Urner,2:26.07,2:27.32,2:29.04,2:25.80,2:24.99,2:25.37,,,,,,2:24.45,,,
Saskia Wildi,,,,,,,2:49.76,,,,,,,,
Orlane Gaudenzi,,,,,,,,,,,,,2:46.13,2:46.39,
Barblin Remund,,,,,,,2:20.06,2:19.75,,,,,2:16.70,,
Alexandra Lussi,,2:44.07,,,,,,,,,,,,,
Jessica Dousse,2:38.60,,,,,,,,,,,,,,
Sophia Sturm,,,,,2:22.72,,,,,,,,,,
Alice Cavadini,,,,,,,,,,,,,2:51.62,2:51.08,
Manuela Amstad,,2:37.93,,,,,,,,,,,,,
Nadine Allemann,,,,,,,,,,2:28.10,2:25.38,,2:25.29,2:19.91,2:19.16
Lara Tamò,,2:41.21,2:44.00,,,,,,,,,,,,
Silvia Züger,,,3:39.66,,,,,,,,,,,,
Ramona Frick,,,2:45.68,2:36.94,2:35.00,,2:32.65,2:35.35,,,,,,,
Lisa Maria Oser,,,,,,,,,,,,,,2:32.82,2:40.85
Emilia Schwarz,,,,,,,,,,,,,,,2:25.28
Kathrin Pflugi,2:22.82,2:22.76,,,,,,,,,,,,,
Miriam Leimgruber,,,,,,,,,2:33.42,,,,,,
Gaby Bühler,,,,,,,2:41.04,,,,,,,,
Natacha Kouni,,,,,,,,,,,,,3:10.13,,
Anina Zangger,,,,,,,,,2:29.55,,,,,,
Lilian Probst,,,,,,,,,,,3:07.97,,,,
Laura Niederhauser,,,,,,,,2:48.45,,,,,2:48.13,,
Olivia Kurtz,2:22.59,,,,,,,,,,,,,,
Kathrin Berginz,,,,,2:47.72,2:46.94,2:51.17,2:41.85,,,,,,,
Seraina Studler,,,,,,,,,,2:33.95,2:39.20,,,,
Louisa Geil,,,,,2:50.80,,,,,,,,,,
Charlène Keller,,,,,2:52.13,,,,,,,,,,
Anna Kessler,,,,,,,,,,,2:43.63,,,,
Corina Fendt,2:42.25,2:37.54,2:34.82,2:30.75,,2:42.86,,,,2:45.97,2:51.80,,2:55.02,,
Sandra Josefiak,,,,,,,,2:46.94,,,,,,,
Nathalie Brückner,,,,,,,,,,,,,,,2:50.95
Julia Gianora,,,,,,,,,,3:06.90,,,,,
Janine Horath,,,,,,,,2:38.07,2:45.66,,,,,,
Cyrile Taha,,,,,,,,,,,2:57.87,,,,
Corina Zellweger,,,,2:46.81,,2:40.83,,,,,,,,,
Clara Mayer,,,,2:54.09,,2:57.39,3:01.06,,,,,,,,
Séline Helfenberger,,,,,,2:31.44,2:26.77,2:34.50,,,,,,,
Martine Carron,,,,,,,,,,,,,,2:30.77,2:24.35
Ingrid Eckardt,,,,,,,,,,2:21.31,2:17.64,2:11.83,2:11.83,2:16.36,2:16.37
Pauline Rosat,,,,,,,,,,,2:17.18,2:14.44,,,
Pauline Pürro,2:24.42,2:30.39,2:31.20,2:21.83,,,,,,,,,,,
Marcia Senn,,,,,,,,,,,,,,2:50.81,
Martina Wäspi,2:44.06,,,,,,,,,,,,,,
Severine Meister,,,,,,2:49.30,2:56.94,,,,,,,,
Aylin Rudolph,,,,,,,,,,,,3:03.13,,,
Sarah Brunnschweiler,,,,,,,,,,,,,2:53.16,2:48.89A,
Joelle Curti,2:38.65,2:39.56,2:26.92,2:25.53,2:24.57,,,,,,,,,,
Stefanie Felder,2:36.88,,,,,,,,,,,,,,
Anina Engeler,,,,,,3:48.88,,,,,,,,,
Michèle Gantner,,,,,,,,,,2:25.06,2:21.06,2:22.30,,2:19.65,
Janna Havenstein,,,,,,,,,,,2:41.23,2:44.76,,,
Olivia Fischer,,,,,,3:30.82,3:31.77,3:19.40,,,,,,,
Melina Frei,2:21.88,2:18.00,2:16.35,2:25.51,2:23.99,,,,,,,,,,
Esther Hüsler,2:31.60,,,,,,,,,,,,,,
Christina Franz,,,,,,2:27.23,,2:27.75,,,,,,,
Daria Grob,,,3:01.68,,,,,,,,,,,,
Antonia Dietsche,,,,2:43.64,2:48.24,2:49.44,,,,,,,,,
Carina Hasler,,2:43.40,,,,,,,,,,,,,
Natascha Staub,,,,,,,,,3:07.17,,,,,,
Joelle Stark,,,,,,,,,3:17.44,,,,,,
Alexia Roux,,,,,,,,2:18.61,2:13.92,2:14.39,2:13.94,,,,
Hannah Lindauer,,,,,,,,,,2:46.53,,,2:50.35,,
Rahel Ziltener,,,,,,,2:53.29,,,,,,,,
Audrey Groetzinger,,,,,,,,,,,,2:22.21,2:18.03,2:23.49,
Elena Debelic,,,,,,,,,,,,,2:32.82,2:26.16,2:24.80
Nora Farrag,,,,2:17.18,,,,2:11.44,2:13.60,,,,,,
Stesi Schipani,,,,3:10.98,,,,,,,,,,,
Fiona Héritier,,,,,,2:30.11,2:22.06,2:19.22,2:18.45,2:16.16,2:19.51,2:21.68,2:21.08,2:24.88,
Tina Lüscher,,,,,,,,,3:01.93,,,,,,
Cyra Schmandt,,,,,,,,2:42.29,2:43.34,2:54.10,,,,,
Sabrina Arnold,,,,,,,,,,,2:43.39,2:45.28,,,
Jeanette Reddiess,,,2:33.80*m,,,,,2:31.14,,2:33.69,,2:32.46,2:20.05,,
Maé OULEVEY,,,,,,,,,,,,,,,2:32.58
Sandra Schulthess,,2:33.18,,,,,,,,,,,,,
Regula Hertig,,,2:53.54,,,,,,,,,,,,
Angela Zimmermann,,,,,,,,2:35.45m,2:49.12,2:46.70,,,,,
Cécilia Humbel,,,,,,,,,,,2:48.34,,,,
Melanie Schweizer,,,,2:41.62,,,,,,,,,,,
Paula Dietsche,,,,,3:03.62,,,,,,,,,,
Lena Weiland,,,,,,,,,,,,,,,2:16.37
Sandra Löhrer,,,,,2:26.11,2:23.39,2:15.51,2:15.62,2:17.93,2:19.17,2:18.62,2:18.42,2:16.60,2:15.92,2:14.92
Nina Laukenmann,,,,,2:42.39,,,,,,,,,,
Mirjam Erb,2:44.90,,,,,,,,,,,,,,
Michelle Nyffenegger,,,,,,,2:29.23,,,,,,2:54.76,,
Céline Pfeiffer,,,,,,,,2:52.96,2:37.90,2:36.96,2:31.45,,2:30.26,,2:25.29
Kristina Stöckli,,,,,,,3:01.12,,,,,,,,
Melanie Furfaro,,,,2:49.47,2:43.59,2:38.52,,,,,,,,,
Katrin Gut,,,2:47.81,,,,,,,,,,,,
Selina Putzi,,,,3:16.56,3:09.35,,,,,,,,,,
Isabelle Schmid,,,,,,,,,,,,2:36.81,,,
Tamara Manser,,,,,,,,,2:30.56,2:26.35,2:23.90,2:27.57,,,2:17.76
Xenja Gassmann,,,,,,,,2:39.20,,2:25.22,2:34.10,,2:32.51,2:31.66,2:30.84
Viviane Signer,,,,,2:43.32,,,,,,,,,,
Jara Zwahlen,,,,,,,,,,,2:58.56,,,,
Samira Blank,,2:23.24,,,,,,,,,,,,,
Sabine Bonvin,,,,,2:36.14,2:25.84,,2:18.10,,2:17.59,2:11.04,2:13.44,2:11.65,2:07.99,2:09.76
Svajune Urbse,,,,,,,,,,,,,,2:48.92,
Sandra Monn,2:37.48,,,,,,,,,,,,,,
Nicole Vollenweider,,,2:56.41,,3:03.66,,3:29.90,,,,,,,,
Ulla Rossi,,,,,,,,,,,,,,2:44.15,
Samirah Schuler,,,,,,,,,,,,,3:06.10,,
Pascale Gränicher,,,,,,,,,,,,,,,2:18.82
Tanja Mühlemann,,,2:35.03,2:35.62,2:40.35,,,,,,,,,,
Caroline Gillioz,,,,,,,,,,2:29.47,,,,,
Karin Olafsson,,,,,,,,3:24.64,,,,,,,
Aline Kämpf,,,,,,,,,2:59.40,2:55.48,2:53.01,2:38.15,2:39.93,2:42.00,
Lisa De Marco,,,,,,,,,,,2:49.03,,,,
Lena Scheurer,,,,2:53.65,,,,,,,,,,,
Patricia Hedinger,,,,,,,,2:40.51,,,,,,,
Riccarda Dietsche,,,,,2:45.32,2:53.02,,2:38.46,,,,,,,
Nicole Frei,2:51.17,,,,,,,,,,,,,,
Mathilde Rey,,,,,,,,,,,2:23.01,2:24.93,2:15.30,2:18.30,2:20.17
Sarina von Flüe,,,,,,,,,,,,,,2:28.78,
Lena Wernli,,,,,,,,,,2:38.40,2:34.21,2:32.83,2:30.16,,
Linn Breitenfeld,,,2:36.52,,,,,,,,,,,,
Martina Wäckerlin,,2:52.17,,,,,,,,,,,,,
Soledad Munoz,,,,,,,,,,,3:00.24,,,,
Angela Gurtner,,,,,,,,,,,,2:46.31,2:46.18,,
Lisa Gasparini,,,,,,,,2:30.14,,,,,,,
Laura Toffoli,,,,,,,,,,,2:38.99,2:34.31,2:32.82,,
Daliah Guhl,,,,,,,,,,2:52.02,,,2:42.47,,
Jessica Maurer,,,,,3:27.82,,,,,,,,,,
Sharon Kesper,,2:42.61,2:30.61,2:31.50,2:43.05,,,,,,,,,,
Lea Fiona Holdener,,,,,,2:42.64,2:52.19,,,,,,,,
Sarina Schmied,,,,,2:36.34,,,,,,,,,,
Daniela Friedlos,,,,,2:52.60,2:47.94,2:44.61,2:48.86,,,,,,,
Dolores Hermann,,,,,,,,,,,,,,2:59.03,
Melanie Annaheim,,,2:20.50,,,,,,,,,,,,
Stephanie Gerber,,,,,,,,,,,,2:27.95,,,
Sofia Stöckenius,,,,,,,3:11.29,,,,,,,,
Meret Zimmermann,,,,,2:56.25,,,,,,,,,,
Natacha Séverine Savioz,,,,,2:35.39,,,2:20.36,2:15.40,2:17.37,2:12.80,2:12.44,2:10.22,2:09.35,2:13.47
Cristina Vonzun,,,,,,,2:54.57,2:53.27,3:06.44,2:55.79,2:59.70,,,,
Linda Knoll,,,,,,,,,2:46.12,2:45.12,,,,,
Rahel Weinekötter,,,,,,2:19.49,2:36.98,,2:37.79,,,,,,
Ambre Bellon,,,,,,,,,,,,,,3:00.24,
Mareike Heinzen,,,,2:22.04,,2:24.11,,2:34.53,,,,,,,
Anne Jaquet,,,,3:03.92,3:33.35,3:16.35,,,,,,,,,
Ellen Fölmli,,,,,,,2:50.79,,,,,,,,
Chloé Decoppet,,,,,,,,,,,,,,3:05.02,
Katharina Luckmann,,,,,,,,,,2:53.08,2:50.82,,,,
Franziska Schnyder,,,,,,,,,,2:56.24,,,,,
Giada Zünd,,3:05.90,,,,,,,,,,,,,
Rhea Binding,,,,,,,2:45.01,2:47.47,,,,,,,
Luana Killias,,,,,,,,,,,,,2:48.62,2:39.42,
Irina Raschle,,,,2:35.54,,,,,,,,,,,
Michelle Müller,,,,,,2:29.30,2:24.46,2:18.96,2:15.42,,,,2:16.92,2:08.92,
Anna Jurt,,,,,,,,,,,,,,2:24.90,2:24.55
Eva Albrecht,,,2:52.36,3:01.26,2:56.30,2:57.16,2:55.02,2:47.06,2:50.39,2:38.13,2:41.79,,2:33.09,,2:38.23
Gaëlle Overney,2:20.26,2:35.28,,,2:18.59,2:19.97,2:20.23,,,,,,,,
Isabelle Gallino,,2:44.38,2:40.38,,,,,,,,,,,,
Alessia Scolari,,,2:52.30,,,,,,,,,,,,
Tessa Ponti,,3:23.72,,,,,,,,,,,,,
Andrea Menzi,,2:40.32,,,,,,,,,,,,,
Paula Kern,,,,,,,,,2:25.55,2:22.47,2:23.55,2:17.59,2:22.22,,
Carmen Leuenberger,,3:02.36,,,,,,,,,,,,,
Priska Thöny,,,,,,,,,,,,,2:51.39,,
Ramona Muff,,,,,,,,,,,,,2:53.76,,
Elsa Fiaux,,,,2:19.32,2:19.79,,,,,,,,,,
Noemi Rogantini,,,,,,,,,,,3:02.48,,,,
Selma Badic,,,,,,,,,,3:17.76,3:13.22,3:17.79,3:17.62,3:11.93,3:17.11
Cornelia Halbheer,,2:50.35,2:42.98,2:40.94,2:48.88,,,,,,,,,,
Michelle Liem,,,,,,,,,,,,,,,2:16.49
Viviane Rennhard,,,,,,,2:31.38,,,,,,,,
Tabea Saner,,,,,,,,,,,,2:58.89,,,
Aliénor Betancourt,,,,,,,,3:03.27,,,,,,,
Irene Durrer,,,3:02.56,2:59.43,3:10.95,,,,,,,,,,
Silvana Wüest,,,,,,,,2:30.72,2:24.06,2:23.26,,,,,
Melina Stettler,,,,,,,,,,,,2:45.60,2:46.38,2:45.98,2:49.09
Kajsa Rahm,,,,,,,,,,,,,2:22.54,2:26.54,
Bettina Rebmann,,3:36.26,,,,,,,,,,,,,
Michelle Gröbli,,,,,,,,,,2:20.51,2:18.48,2:16.19,2:17.42,2:17.67,
Joana Wachs,,,,,,,,2:26.45,2:20.31,2:21.66,,,,,
Lina Koster,,,,,,,,,,,,,3:13.23,,
Stefanie Zborowski,,,,,,,,,,,3:34.40,,,,
Giulia Favre,,,,,,,,,,2:30.97,,2:28.86,2:23.77,,
Milena Gisler,,,,,,2:55.18,,,,,,,,,
Nora Frey,,,,,,,,,,,,,,2:26.57,2:21.21
Katharina Schön,,,,,,,,,,,,2:29.49,2:20.63,2:26.82,2:20.69
Marine Baumberger,,,2:30.41,2:35.90,,,,,,,,,,,
Olivia Wallimann,,,,2:51.63,2:53.79,2:47.45,,,,,,,,,
Chiara Costa,,,,,,,,,,,,,,2:29.63,
Alexandra Bieri,2:20.68,2:19.48,,2:13.46,2:16.80,2:17.71,2:18.90,2:19.20,2:18.76,2:20.52,,,,,
Carmen Bucher,,,,2:25.09,2:28.91,,,,,,,,,,
Tabea Blatter,,,,,,,,,,,,,,,2:18.78
Cléo Ducommun,,,2:30.46,,,,,,,,,,,,
Arianna Accogli,,,,,,,2:56.79,,,,,,,,
Lena Wunderlin,,,,,,,2:34.08,2:27.22,2:25.44,2:23.05,2:18.91,2:13.72,2:18.41,2:15.64,2:18.32
Leandra Fontana,,,,,,,,,2:42.39,2:40.58,2:42.78,,2:35.62,2:36.98,
Anina Landert,,,,,,,,,,,,2:53.05,,,
Léila Grobet,,,,,,,,2:29.13,2:32.84,,,,,,2:25.78
Sinah Bucheli,,,,,,,,,3:08.02,,,,,,
Sophie Chen,,,,3:26.26,,,,,,,,,,,
Elina Lächele,,,,,,,,,,,2:30.21,2:26.96,2:26.70,,2:31.31
Joëlle Raton,,,,,3:04.46,,,,,,,,,,
Eva Kottelat,,,,,,,,,,,,,,,2:40.67
Estelle Heller,,,,,,,,,,2:56.62,2:52.21,,,,
Letizia Fürer,2:35.38,,,,,,,,,,,,,,
Naïla Sahbane,,,,,,,,,,,,,,,2:31.75
Sandra Benz-Rodighiero,2:30.01,2:40.79,,,,,,,,,,,,,
Tamara Brnadic,,,,,,,,,,,3:06.85,,,,
Tina Baumgartner,,,,,,,,,,,,2:19.82,2:14.29,2:20.94,2:12.94
Simona Künzler,,,,,,,,,,,,,3:12.23,,
Selina Pfluger,,,,,,,,,,3:19.35,,,,,
Sarina Sutter,,,,,,,,3:09.67,,,,,,,
Laure Cordonier,,2:20.39,2:19.86,,,,,,,,,,,,
Ruth Wüthrich,,,,,,,,,,,,,,,2:23.38
Nadja Schulthess,,,2:40.14,2:38.26,,,,,,,,,,,
Alina Birrer,,,,,,,2:49.52,,,,3:02.40,,,,
Livia Schmidt,,,,,,,,2:51.76,,,,,,,
Claire Neugebauer,,,2:43.08,2:45.56,2:42.56,,,,,,,,,,
Marianne Fatton,,,,,2:48.46,,,,,,,,,,
Camille Deagostini,,,,,,,2:40.25,,,,,,,,
Loryne Clivaz,,,,,,,,,,2:55.70,,,,,
Karina Fleischmann,,,,,,,,,2:37.66,2:32.64,,,,,
Selma Loubry,,,,,,,,,,,2:26.06,2:28.01,2:33.66,,
Zelia Näfen,,,,,,,,2:29.86,2:26.22,2:25.02,,,2:25.77,2:35.05,
Isabel Tobler,,,,,2:32.73,,2:56.70,,,,,,,,
Jolanda Hurni,,,,,,,,,,2:38.80,,,,,
Melanie Horisberger,,,,,,,,,,,,2:33.05,2:23.27,2:17.57,2:23.14
Iris Studer,3:02.24,,,,,,,,,,,,,,
Anja Schwegler,,2:25.30,,,,,,,,,,,,,
Anja Fritsche,,,,3:51.18,3:38.40,3:41.40,,,,,,,,,
Fabienne Aggeler,2:21.20,2:23.51,2:27.36,2:25.75,2:27.62,,,,,,,,,,
Ella Goll,,,,,,,,,2:38.77,,,,,,
Patrizia Koch,,,,,,,,,,,,2:58.06,3:01.78,,
Marina Zimmermann,,,,,,,,,2:44.53,2:33.29,,,,,
Fabienne Zollinger,,,,,,,2:43.30,2:46.95,,,,,,,
Jeannette Bragagnolo,,,,2:26.31,2:30.30,,,2:24.73,,,,2:30.35,2:31.17,,
Delphine Marmy,,,,,,,,,,,2:36.65,,,,
Leandra Wirth,,,,,,,3:16.10,,,,,,,,
Daniela Kyburz,,,,,,,,,,,,2:24.00,,2:21.46,2:18.13
Gina Gaugler,,,2:28.27,2:23.21,2:21.08,,,,,,,,,,
Laura Giudice,,,,,,,,,,,2:17.02,2:12.54,2:11.21,2:09.50,2:08.75
Michèle Christ,2:29.72,2:27.33,2:27.25,2:35.20,2:43.80,,,,,,,,,,
Léa Petrò,,,,,,2:22.47,2:21.78,,,,,,,,
Anja Kuhn,,,,,,,,2:36.64,,,,,,,
Jana Nüesch,,,,,,,,,,2:39.23,2:45.40,2:42.90,2:48.35,,
Anja Stutz,,,,,,,,,,,2:59.94,2:29.10,2:20.05,2:15.57,2:14.45
Edwige Zufferey,,,,,,,,,2:40.85,2:34.08,,,,,
Tessa Tedeschi,,,,,,,,,,2:25.66,2:22.86,2:24.66,,,
Larissa Arnold,,,,,,,,2:26.87,2:25.66,,,,,,
Vivian Nedwed,,,,,2:26.68,,2:28.77,2:19.34,2:30.83,,,,,,
Saskia De Gani,2:48.88,3:06.14,,,3:01.56,,2:53.70,,,,,,,,
Lucia Roos,,,,,,,,2:33.97,,,,,,,
Caitlin Fowlds,,,,,,,,,,2:28.83,2:19.36,,,,
Cécile Gasser,,,,,,,,,,,,,,,2:49.77
Sarah Gehrig,,,,,,,,2:59.62,,,,,,,
Alexia Lienhard,,,,,,,,,2:58.40,,,,,,
Chiara Rezzonico,,,,2:24.37,2:22.02,2:19.84,2:18.10,2:19.48,2:19.35,,,,,,
Agathe Maîtrepierre,,,,,,,,,2:49.78,,,,,,
Valentina Scarlioni,2:49.76,2:53.11,,,,,,,,,,,,,
Melanie Schneider,,,,,,,2:28.81,2:19.60,2:23.14,2:26.72,2:22.79,,2:29.53,,
Alena Riva,,,,,,2:45.87,2:35.56,2:34.08,,2:35.48,,,,,
Lia Abt,,,,2:57.54,,,,,,,,,,,
Nadine Mäder,,,,,,2:57.22,,,,,,,,,
Martina Süess,,,,2:26.61,2:28.96,2:24.86,2:23.41,,,,,,,,
Nina Thür,,,,,,,,,,,3:24.20,,,,
Regula Achermann,2:22.47,2:20.10,2:23.13,2:21.21,,2:24.44,,,,,,,,,
Sarah Bickel,,,,,,,,,,,,,,2:39.08,
Martina Brühlmann,2:37.96,,,2:27.66,2:36.71,,,,,,,,,,
Adele Felice,,,,,,,,,,,,,,,2:33.12
Lea Lehmann,,,,,,,,,,,2:43.13,,2:42.95,,
Sorya Mian,,,,,,,,,,,3:54.98,,,,
Corina Wey,2:26.90,2:27.27,,,,,,,,,,,,,
Meret Anneler,,,,,,,,,2:47.53,,2:31.64,2:39.92,,,
Fabienne Rolli,,,,,,,,,,,,,2:51.61,,
Stefanie Ronner,2:31.28,,,,,,2:30.18,2:29.83,2:26.35,2:29.07,2:33.98,2:26.24,,,
Joëlle Pauli,,,,,,,,2:26.30,2:25.10,2:23.08,2:22.24,,2:24.60,2:19.63,2:14.05
Marlena Jurt,,,,,,,,,,,,,,2:24.95,
Elisa Weber,,,,,,,,,,,2:48.27,,,,
Elea Weber,,,,,,,,,,,,,2:46.18,2:44.58,
Lara Lächele,,,,,,,,,,,,2:21.24,2:18.84,2:23.90,
Hannah Benoît-Bucher,,,,,,,,,,,2:14.20,,,,
Jessy Jeanmairet,2:58.10,,,,,,,,,,,,,,
Chantal Schmid,,,,,,2:52.30,3:04.73,,,,,,,,
Saskia Ganz,,,,,,,,,,2:28.26,2:27.10,2:25.86,2:21.90,2:24.10,2:33.24
Aurélie Stampfli,,,,2:25.65,,,,,,,,,,,
Annik Kähli,,,,,,,,,,,2:57.81,,2:45.24,,
Julia Mauchle,,,,,,,,,,,,2:35.98,2:35.74,,
Alexia Perez Calvillo,,,,,,,,,,,,,,2:16.75,2:14.90
Regine Lohner,2:32.97,,,,,,,,,,,,,,
Anna Fischer,,,,,,,,2:31.66,,,,,,,
Julia Simmchen,,,,,,,3:12.88,3:06.60,,2:40.56,,,,,
Flavia Zappa,,,,,,,,,,,2:41.72,,,,
Trinity Eberhard,,,,,,,,,,,,,,2:21.30,2:15.44
Andrea Venzin,,,,,,,,,,2:51.09,,,,2:44.52A,
Roberta Mazzotta,,,,,2:56.08,,,,,,,,,,
Marina Fagone,,2:52.08,2:49.52,2:59.79,,,,,,,,,,,
